Region,AgeVariable,Year,AvgDisposibleIncome
Värmdö,age 55-64 years,2017,8.5
Värmdö,age 55-64 years,2018,8.1
Värmdö,age 55-64 years,2019,8.1
Värmdö,age 55-64 years,2020,8.5
Värmdö,age 55-64 years,2021,9.2
Värmdö,age 55-64 years,2022,9.7
Värmdö,age 55-64 years,2023,8.2
Järfälla,all 20-64 years of age,1997,4.1
Järfälla,all 20-64 years of age,1998,4.3
Järfälla,all 20-64 years of age,1999,4.6
Järfälla,all 20-64 years of age,2000,5.0
Järfälla,all 20-64 years of age,2001,5.1
Järfälla,all 20-64 years of age,2002,5.1
Järfälla,all 20-64 years of age,2003,4.9
Järfälla,all 20-64 years of age,2004,4.9
Järfälla,all 20-64 years of age,2005,5.1
Järfälla,all 20-64 years of age,2006,5.3
Järfälla,all 20-64 years of age,2007,5.8
Järfälla,all 20-64 years of age,2008,5.8
Järfälla,all 20-64 years of age,2009,5.7
Järfälla,all 20-64 years of age,2010,5.8
Järfälla,all 20-64 years of age,2011,5.9
Järfälla,all 20-64 years of age,2012,5.9
Järfälla,all 20-64 years of age,2013,5.9
Järfälla,all 20-64 years of age,2014,6.2
Järfälla,all 20-64 years of age,2015,6.3
Järfälla,all 20-64 years of age,2016,6.5
Järfälla,all 20-64 years of age,2017,6.6
Järfälla,all 20-64 years of age,2018,6.5
Järfälla,all 20-64 years of age,2019,6.5
Järfälla,all 20-64 years of age,2020,6.5
Järfälla,all 20-64 years of age,2021,6.8
Järfälla,all 20-64 years of age,2022,7.0
Järfälla,all 20-64 years of age,2023,6.0
Järfälla,20-24 years,1997,2.2
Järfälla,20-24 years,1998,2.4
Järfälla,20-24 years,1999,2.5
Järfälla,20-24 years,2000,2.7
Järfälla,20-24 years,2001,2.8
Järfälla,20-24 years,2002,2.7
Järfälla,20-24 years,2003,2.7
Järfälla,20-24 years,2004,2.6
Järfälla,20-24 years,2005,2.6
Järfälla,20-24 years,2006,2.8
Järfälla,20-24 years,2007,3.1
Järfälla,20-24 years,2008,3.0
Järfälla,20-24 years,2009,2.8
Järfälla,20-24 years,2010,2.9
Järfälla,20-24 years,2011,3.0
Järfälla,20-24 years,2012,2.9
Järfälla,20-24 years,2013,3.0
Järfälla,20-24 years,2014,3.1
Järfälla,20-24 years,2015,3.3
Järfälla,20-24 years,2016,3.5
Järfälla,20-24 years,2017,3.6
Järfälla,20-24 years,2018,3.6
Järfälla,20-24 years,2019,3.6
Järfälla,20-24 years,2020,3.5
Järfälla,20-24 years,2021,3.6
Järfälla,20-24 years,2022,3.9
Järfälla,20-24 years,2023,3.2
Järfälla,age 25-34 years,1997,3.7
Järfälla,age 25-34 years,1998,3.8
Järfälla,age 25-34 years,1999,4.0
Järfälla,age 25-34 years,2000,4.4
Järfälla,age 25-34 years,2001,4.5
Järfälla,age 25-34 years,2002,4.5
Järfälla,age 25-34 years,2003,4.4
Järfälla,age 25-34 years,2004,4.3
Järfälla,age 25-34 years,2005,4.3
Järfälla,age 25-34 years,2006,4.5
Järfälla,age 25-34 years,2007,4.8
Järfälla,age 25-34 years,2008,4.8
Järfälla,age 25-34 years,2009,4.6
Järfälla,age 25-34 years,2010,4.7
Järfälla,age 25-34 years,2011,4.8
Järfälla,age 25-34 years,2012,4.8
Järfälla,age 25-34 years,2013,4.7
Järfälla,age 25-34 years,2014,5.0
Järfälla,age 25-34 years,2015,5.2
Järfälla,age 25-34 years,2016,5.3
Järfälla,age 25-34 years,2017,5.5
Järfälla,age 25-34 years,2018,5.5
Järfälla,age 25-34 years,2019,5.5
Järfälla,age 25-34 years,2020,5.5
Järfälla,age 25-34 years,2021,5.8
Järfälla,age 25-34 years,2022,5.9
Järfälla,age 25-34 years,2023,5.1
Järfälla,age 35-44 years,1997,4.4
Järfälla,age 35-44 years,1998,4.6
Järfälla,age 35-44 years,1999,5.0
Järfälla,age 35-44 years,2000,5.5
Järfälla,age 35-44 years,2001,5.8
Järfälla,age 35-44 years,2002,5.6
Järfälla,age 35-44 years,2003,5.4
Järfälla,age 35-44 years,2004,5.4
Järfälla,age 35-44 years,2005,5.6
Järfälla,age 35-44 years,2006,5.8
Järfälla,age 35-44 years,2007,6.3
Järfälla,age 35-44 years,2008,6.5
Järfälla,age 35-44 years,2009,6.3
Järfälla,age 35-44 years,2010,6.5
Järfälla,age 35-44 years,2011,6.6
Järfälla,age 35-44 years,2012,6.6
Järfälla,age 35-44 years,2013,6.6
Järfälla,age 35-44 years,2014,6.8
Järfälla,age 35-44 years,2015,7.1
Järfälla,age 35-44 years,2016,7.2
Järfälla,age 35-44 years,2017,7.3
Järfälla,age 35-44 years,2018,7.2
Järfälla,age 35-44 years,2019,7.1
Järfälla,age 35-44 years,2020,7.0
Järfälla,age 35-44 years,2021,7.2
Järfälla,age 35-44 years,2022,7.4
Järfälla,age 35-44 years,2023,6.4
Järfälla,age 45-54 years,1997,4.7
Järfälla,age 45-54 years,1998,4.8
Järfälla,age 45-54 years,1999,5.2
Järfälla,age 45-54 years,2000,5.7
Järfälla,age 45-54 years,2001,5.6
Järfälla,age 45-54 years,2002,5.7
Järfälla,age 45-54 years,2003,5.5
Järfälla,age 45-54 years,2004,5.5
Järfälla,age 45-54 years,2005,5.8
Järfälla,age 45-54 years,2006,6.1
Järfälla,age 45-54 years,2007,6.5
Järfälla,age 45-54 years,2008,6.7
Järfälla,age 45-54 years,2009,6.5
Järfälla,age 45-54 years,2010,6.8
Järfälla,age 45-54 years,2011,7.0
Järfälla,age 45-54 years,2012,7.0
Järfälla,age 45-54 years,2013,7.1
Järfälla,age 45-54 years,2014,7.4
Järfälla,age 45-54 years,2015,7.5
Järfälla,age 45-54 years,2016,7.6
Järfälla,age 45-54 years,2017,7.9
Järfälla,age 45-54 years,2018,7.8
Järfälla,age 45-54 years,2019,7.7
Järfälla,age 45-54 years,2020,7.7
Järfälla,age 45-54 years,2021,8.1
Järfälla,age 45-54 years,2022,8.5
Järfälla,age 45-54 years,2023,7.1
Järfälla,age 55-64 years,1997,4.6
Järfälla,age 55-64 years,1998,4.7
Järfälla,age 55-64 years,1999,5.0
Järfälla,age 55-64 years,2000,5.4
Järfälla,age 55-64 years,2001,5.4
Järfälla,age 55-64 years,2002,5.5
Järfälla,age 55-64 years,2003,5.4
Järfälla,age 55-64 years,2004,5.5
Järfälla,age 55-64 years,2005,5.7
Järfälla,age 55-64 years,2006,6.0
Järfälla,age 55-64 years,2007,6.5
Järfälla,age 55-64 years,2008,6.4
Järfälla,age 55-64 years,2009,6.2
Järfälla,age 55-64 years,2010,6.4
Järfälla,age 55-64 years,2011,6.6
Järfälla,age 55-64 years,2012,6.7
Järfälla,age 55-64 years,2013,6.6
Järfälla,age 55-64 years,2014,6.8
Järfälla,age 55-64 years,2015,7.0
Järfälla,age 55-64 years,2016,7.1
Järfälla,age 55-64 years,2017,7.2
Järfälla,age 55-64 years,2018,7.1
Järfälla,age 55-64 years,2019,7.1
Järfälla,age 55-64 years,2020,7.2
Järfälla,age 55-64 years,2021,7.6
Järfälla,age 55-64 years,2022,7.8
Järfälla,age 55-64 years,2023,6.7
Ekerö,all 20-64 years of age,1997,4.6
Ekerö,all 20-64 years of age,1998,4.8
Ekerö,all 20-64 years of age,1999,5.3
Ekerö,all 20-64 years of age,2000,5.9
Ekerö,all 20-64 years of age,2001,6.1
Ekerö,all 20-64 years of age,2002,5.7
Ekerö,all 20-64 years of age,2003,5.5
Ekerö,all 20-64 years of age,2004,5.8
Ekerö,all 20-64 years of age,2005,5.8
Ekerö,all 20-64 years of age,2006,6.1
Ekerö,all 20-64 years of age,2007,6.9
Ekerö,all 20-64 years of age,2008,6.9
Ekerö,all 20-64 years of age,2009,6.7
Ekerö,all 20-64 years of age,2010,7.0
Ekerö,all 20-64 years of age,2011,7.2
Ekerö,all 20-64 years of age,2012,7.2
Ekerö,all 20-64 years of age,2013,7.2
Ekerö,all 20-64 years of age,2014,7.8
Ekerö,all 20-64 years of age,2015,8.1
Ekerö,all 20-64 years of age,2016,8.5
Ekerö,all 20-64 years of age,2017,8.5
Ekerö,all 20-64 years of age,2018,8.8
Ekerö,all 20-64 years of age,2019,9.2
Ekerö,all 20-64 years of age,2020,8.8
Ekerö,all 20-64 years of age,2021,9.3
Ekerö,all 20-64 years of age,2022,9.4
Ekerö,all 20-64 years of age,2023,8.3
Ekerö,20-24 years,1997,2.3
Ekerö,20-24 years,1998,2.2
Ekerö,20-24 years,1999,2.5
Ekerö,20-24 years,2000,2.6
Ekerö,20-24 years,2001,2.7
Ekerö,20-24 years,2002,2.7
Ekerö,20-24 years,2003,2.6
Ekerö,20-24 years,2004,2.5
Ekerö,20-24 years,2005,2.4
Ekerö,20-24 years,2006,2.6
Ekerö,20-24 years,2007,2.9
Ekerö,20-24 years,2008,2.9
Ekerö,20-24 years,2009,2.7
Ekerö,20-24 years,2010,2.8
Ekerö,20-24 years,2011,2.9
Ekerö,20-24 years,2012,3.0
Ekerö,20-24 years,2013,3.0
Ekerö,20-24 years,2014,3.1
Ekerö,20-24 years,2015,3.2
Ekerö,20-24 years,2016,3.4
Ekerö,20-24 years,2017,3.5
Ekerö,20-24 years,2018,3.5
Ekerö,20-24 years,2019,3.4
Ekerö,20-24 years,2020,3.2
Ekerö,20-24 years,2021,3.3
Ekerö,20-24 years,2022,3.5
Ekerö,20-24 years,2023,3.0
Ekerö,age 25-34 years,1997,3.9
Ekerö,age 25-34 years,1998,4.1
Ekerö,age 25-34 years,1999,4.4
Ekerö,age 25-34 years,2000,4.7
Ekerö,age 25-34 years,2001,4.9
Ekerö,age 25-34 years,2002,5.0
Ekerö,age 25-34 years,2003,4.7
Ekerö,age 25-34 years,2004,4.8
Ekerö,age 25-34 years,2005,4.7
Ekerö,age 25-34 years,2006,4.9
Ekerö,age 25-34 years,2007,5.4
Ekerö,age 25-34 years,2008,5.4
Ekerö,age 25-34 years,2009,5.2
Ekerö,age 25-34 years,2010,5.3
Ekerö,age 25-34 years,2011,5.4
Ekerö,age 25-34 years,2012,5.3
Ekerö,age 25-34 years,2013,5.3
Ekerö,age 25-34 years,2014,5.5
Ekerö,age 25-34 years,2015,5.7
Ekerö,age 25-34 years,2016,5.7
Ekerö,age 25-34 years,2017,5.9
Ekerö,age 25-34 years,2018,6.0
Ekerö,age 25-34 years,2019,6.0
Ekerö,age 25-34 years,2020,6.0
Ekerö,age 25-34 years,2021,6.5
Ekerö,age 25-34 years,2022,6.5
Ekerö,age 25-34 years,2023,5.5
Ekerö,age 35-44 years,1997,4.8
Ekerö,age 35-44 years,1998,5.0
Ekerö,age 35-44 years,1999,5.8
Ekerö,age 35-44 years,2000,6.4
Ekerö,age 35-44 years,2001,6.6
Ekerö,age 35-44 years,2002,6.2
Ekerö,age 35-44 years,2003,6.0
Ekerö,age 35-44 years,2004,6.2
Ekerö,age 35-44 years,2005,6.3
Ekerö,age 35-44 years,2006,6.7
Ekerö,age 35-44 years,2007,7.6
Ekerö,age 35-44 years,2008,7.6
Ekerö,age 35-44 years,2009,7.5
Ekerö,age 35-44 years,2010,7.9
Ekerö,age 35-44 years,2011,8.0
Ekerö,age 35-44 years,2012,8.1
Ekerö,age 35-44 years,2013,8.0
Ekerö,age 35-44 years,2014,8.6
Ekerö,age 35-44 years,2015,9.2
Ekerö,age 35-44 years,2016,9.4
Ekerö,age 35-44 years,2017,9.2
Ekerö,age 35-44 years,2018,9.5
Ekerö,age 35-44 years,2019,8.9
Ekerö,age 35-44 years,2020,9.3
Ekerö,age 35-44 years,2021,9.2
Ekerö,age 35-44 years,2022,9.5
Ekerö,age 35-44 years,2023,8.4
Ekerö,age 45-54 years,1997,5.0
Ekerö,age 45-54 years,1998,5.0
Ekerö,age 45-54 years,1999,5.5
Ekerö,age 45-54 years,2000,6.7
Ekerö,age 45-54 years,2001,6.6
Ekerö,age 45-54 years,2002,6.2
Ekerö,age 45-54 years,2003,5.9
Ekerö,age 45-54 years,2004,5.9
Ekerö,age 45-54 years,2005,6.5
Ekerö,age 45-54 years,2006,6.9
Ekerö,age 45-54 years,2007,7.8
Ekerö,age 45-54 years,2008,8.0
Ekerö,age 45-54 years,2009,7.6
Ekerö,age 45-54 years,2010,8.1
Ekerö,age 45-54 years,2011,8.4
Ekerö,age 45-54 years,2012,8.3
Ekerö,age 45-54 years,2013,8.4
Ekerö,age 45-54 years,2014,9.1
Ekerö,age 45-54 years,2015,9.2
Ekerö,age 45-54 years,2016,9.4
Ekerö,age 45-54 years,2017,10.2
Ekerö,age 45-54 years,2018,10.6
Ekerö,age 45-54 years,2019,12.6
Ekerö,age 45-54 years,2020,10.2
Ekerö,age 45-54 years,2021,11.3
Ekerö,age 45-54 years,2022,11.0
Ekerö,age 45-54 years,2023,10.1
Ekerö,age 55-64 years,1997,5.3
Ekerö,age 55-64 years,1998,5.9
Ekerö,age 55-64 years,1999,6.2
Ekerö,age 55-64 years,2000,6.3
Ekerö,age 55-64 years,2001,6.9
Ekerö,age 55-64 years,2002,6.2
Ekerö,age 55-64 years,2003,5.6
Ekerö,age 55-64 years,2004,6.8
Ekerö,age 55-64 years,2005,6.2
Ekerö,age 55-64 years,2006,6.2
Ekerö,age 55-64 years,2007,7.3
Ekerö,age 55-64 years,2008,6.8
Ekerö,age 55-64 years,2009,6.9
Ekerö,age 55-64 years,2010,7.3
Ekerö,age 55-64 years,2011,7.3
Ekerö,age 55-64 years,2012,7.8
Ekerö,age 55-64 years,2013,7.7
Ekerö,age 55-64 years,2014,8.7
Ekerö,age 55-64 years,2015,8.8
Ekerö,age 55-64 years,2016,9.9
Ekerö,age 55-64 years,2017,8.9
Ekerö,age 55-64 years,2018,9.3
Ekerö,age 55-64 years,2019,9.1
Ekerö,age 55-64 years,2020,9.9
Ekerö,age 55-64 years,2021,10.3
Ekerö,age 55-64 years,2022,10.7
Ekerö,age 55-64 years,2023,9.4
Huddinge,all 20-64 years of age,1997,3.9
Huddinge,all 20-64 years of age,1998,4.0
Huddinge,all 20-64 years of age,1999,4.3
Huddinge,all 20-64 years of age,2000,4.7
Huddinge,all 20-64 years of age,2001,4.8
Huddinge,all 20-64 years of age,2002,4.8
Huddinge,all 20-64 years of age,2003,4.7
Huddinge,all 20-64 years of age,2004,4.7
Huddinge,all 20-64 years of age,2005,4.9
Huddinge,all 20-64 years of age,2006,5.1
Huddinge,all 20-64 years of age,2007,5.5
Huddinge,all 20-64 years of age,2008,5.6
Huddinge,all 20-64 years of age,2009,5.4
Huddinge,all 20-64 years of age,2010,5.6
Huddinge,all 20-64 years of age,2011,5.8
Huddinge,all 20-64 years of age,2012,5.8
Huddinge,all 20-64 years of age,2013,5.8
Huddinge,all 20-64 years of age,2014,6.1
Huddinge,all 20-64 years of age,2015,6.4
Huddinge,all 20-64 years of age,2016,6.4
Huddinge,all 20-64 years of age,2017,6.6
Huddinge,all 20-64 years of age,2018,6.6
Huddinge,all 20-64 years of age,2019,6.7
Huddinge,all 20-64 years of age,2020,6.6
Huddinge,all 20-64 years of age,2021,7.1
Huddinge,all 20-64 years of age,2022,7.3
Huddinge,all 20-64 years of age,2023,6.3
Huddinge,20-24 years,1997,2.2
Huddinge,20-24 years,1998,2.3
Huddinge,20-24 years,1999,2.4
Huddinge,20-24 years,2000,2.6
Huddinge,20-24 years,2001,2.7
Huddinge,20-24 years,2002,2.6
Huddinge,20-24 years,2003,2.6
Huddinge,20-24 years,2004,2.4
Huddinge,20-24 years,2005,2.4
Huddinge,20-24 years,2006,2.5
Huddinge,20-24 years,2007,2.9
Huddinge,20-24 years,2008,2.8
Huddinge,20-24 years,2009,2.6
Huddinge,20-24 years,2010,2.7
Huddinge,20-24 years,2011,2.8
Huddinge,20-24 years,2012,2.8
Huddinge,20-24 years,2013,2.9
Huddinge,20-24 years,2014,3.0
Huddinge,20-24 years,2015,3.2
Huddinge,20-24 years,2016,3.3
Huddinge,20-24 years,2017,3.4
Huddinge,20-24 years,2018,3.5
Huddinge,20-24 years,2019,3.4
Huddinge,20-24 years,2020,3.3
Huddinge,20-24 years,2021,3.5
Huddinge,20-24 years,2022,3.6
Huddinge,20-24 years,2023,3.1
Huddinge,age 25-34 years,1997,3.5
Huddinge,age 25-34 years,1998,3.6
Huddinge,age 25-34 years,1999,3.8
Huddinge,age 25-34 years,2000,4.2
Huddinge,age 25-34 years,2001,4.4
Huddinge,age 25-34 years,2002,4.3
Huddinge,age 25-34 years,2003,4.2
Huddinge,age 25-34 years,2004,4.0
Huddinge,age 25-34 years,2005,4.1
Huddinge,age 25-34 years,2006,4.2
Huddinge,age 25-34 years,2007,4.5
Huddinge,age 25-34 years,2008,4.5
Huddinge,age 25-34 years,2009,4.4
Huddinge,age 25-34 years,2010,4.5
Huddinge,age 25-34 years,2011,4.6
Huddinge,age 25-34 years,2012,4.5
Huddinge,age 25-34 years,2013,4.6
Huddinge,age 25-34 years,2014,4.8
Huddinge,age 25-34 years,2015,5.0
Huddinge,age 25-34 years,2016,5.2
Huddinge,age 25-34 years,2017,5.3
Huddinge,age 25-34 years,2018,5.2
Huddinge,age 25-34 years,2019,5.3
Huddinge,age 25-34 years,2020,5.3
Huddinge,age 25-34 years,2021,5.6
Huddinge,age 25-34 years,2022,5.9
Huddinge,age 25-34 years,2023,5.0
Huddinge,age 35-44 years,1997,4.2
Huddinge,age 35-44 years,1998,4.3
Huddinge,age 35-44 years,1999,4.6
Huddinge,age 35-44 years,2000,5.1
Huddinge,age 35-44 years,2001,5.2
Huddinge,age 35-44 years,2002,5.3
Huddinge,age 35-44 years,2003,5.2
Huddinge,age 35-44 years,2004,5.2
Huddinge,age 35-44 years,2005,5.4
Huddinge,age 35-44 years,2006,5.7
Huddinge,age 35-44 years,2007,6.1
Huddinge,age 35-44 years,2008,6.3
Huddinge,age 35-44 years,2009,6.2
Huddinge,age 35-44 years,2010,6.4
Huddinge,age 35-44 years,2011,6.6
Huddinge,age 35-44 years,2012,6.6
Huddinge,age 35-44 years,2013,6.7
Huddinge,age 35-44 years,2014,6.9
Huddinge,age 35-44 years,2015,7.2
Huddinge,age 35-44 years,2016,7.2
Huddinge,age 35-44 years,2017,7.3
Huddinge,age 35-44 years,2018,7.3
Huddinge,age 35-44 years,2019,7.3
Huddinge,age 35-44 years,2020,7.3
Huddinge,age 35-44 years,2021,7.8
Huddinge,age 35-44 years,2022,7.8
Huddinge,age 35-44 years,2023,6.8
Huddinge,age 45-54 years,1997,4.5
Huddinge,age 45-54 years,1998,4.5
Huddinge,age 45-54 years,1999,4.8
Huddinge,age 45-54 years,2000,5.0
Huddinge,age 45-54 years,2001,5.3
Huddinge,age 45-54 years,2002,5.4
Huddinge,age 45-54 years,2003,5.2
Huddinge,age 45-54 years,2004,5.2
Huddinge,age 45-54 years,2005,5.5
Huddinge,age 45-54 years,2006,5.9
Huddinge,age 45-54 years,2007,6.2
Huddinge,age 45-54 years,2008,6.4
Huddinge,age 45-54 years,2009,6.3
Huddinge,age 45-54 years,2010,6.6
Huddinge,age 45-54 years,2011,6.8
Huddinge,age 45-54 years,2012,6.9
Huddinge,age 45-54 years,2013,7.0
Huddinge,age 45-54 years,2014,7.4
Huddinge,age 45-54 years,2015,7.7
Huddinge,age 45-54 years,2016,7.8
Huddinge,age 45-54 years,2017,8.0
Huddinge,age 45-54 years,2018,7.9
Huddinge,age 45-54 years,2019,8.1
Huddinge,age 45-54 years,2020,8.1
Huddinge,age 45-54 years,2021,8.6
Huddinge,age 45-54 years,2022,8.8
Huddinge,age 45-54 years,2023,7.6
Huddinge,age 55-64 years,1997,4.2
Huddinge,age 55-64 years,1998,4.4
Huddinge,age 55-64 years,1999,4.7
Huddinge,age 55-64 years,2000,5.2
Huddinge,age 55-64 years,2001,5.1
Huddinge,age 55-64 years,2002,5.2
Huddinge,age 55-64 years,2003,5.1
Huddinge,age 55-64 years,2004,5.1
Huddinge,age 55-64 years,2005,5.4
Huddinge,age 55-64 years,2006,5.6
Huddinge,age 55-64 years,2007,6.1
Huddinge,age 55-64 years,2008,6.1
Huddinge,age 55-64 years,2009,5.8
Huddinge,age 55-64 years,2010,6.1
Huddinge,age 55-64 years,2011,6.3
Huddinge,age 55-64 years,2012,6.2
Huddinge,age 55-64 years,2013,6.4
Huddinge,age 55-64 years,2014,6.7
Huddinge,age 55-64 years,2015,7.0
Huddinge,age 55-64 years,2016,6.9
Huddinge,age 55-64 years,2017,7.2
Huddinge,age 55-64 years,2018,7.3
Huddinge,age 55-64 years,2019,7.5
Huddinge,age 55-64 years,2020,7.3
Huddinge,age 55-64 years,2021,7.8
Huddinge,age 55-64 years,2022,8.1
Huddinge,age 55-64 years,2023,7.1
Botkyrka,all 20-64 years of age,1997,3.5
Botkyrka,all 20-64 years of age,1998,3.6
Botkyrka,all 20-64 years of age,1999,3.8
Botkyrka,all 20-64 years of age,2000,4.1
Botkyrka,all 20-64 years of age,2001,4.2
Botkyrka,all 20-64 years of age,2002,4.2
Botkyrka,all 20-64 years of age,2003,4.2
Botkyrka,all 20-64 years of age,2004,4.2
Botkyrka,all 20-64 years of age,2005,4.3
Botkyrka,all 20-64 years of age,2006,4.4
Botkyrka,all 20-64 years of age,2007,4.7
Botkyrka,all 20-64 years of age,2008,4.8
Botkyrka,all 20-64 years of age,2009,4.6
Botkyrka,all 20-64 years of age,2010,4.8
Botkyrka,all 20-64 years of age,2011,4.9
Botkyrka,all 20-64 years of age,2012,4.8
Botkyrka,all 20-64 years of age,2013,4.9
Botkyrka,all 20-64 years of age,2014,5.1
Botkyrka,all 20-64 years of age,2015,5.3
Botkyrka,all 20-64 years of age,2016,5.4
Botkyrka,all 20-64 years of age,2017,5.5
Botkyrka,all 20-64 years of age,2018,5.6
Botkyrka,all 20-64 years of age,2019,5.6
Botkyrka,all 20-64 years of age,2020,5.6
Botkyrka,all 20-64 years of age,2021,5.9
Botkyrka,all 20-64 years of age,2022,6.2
Botkyrka,all 20-64 years of age,2023,5.2
Botkyrka,20-24 years,1997,2.0
Botkyrka,20-24 years,1998,2.1
Botkyrka,20-24 years,1999,2.2
Botkyrka,20-24 years,2000,2.4
Botkyrka,20-24 years,2001,2.6
Botkyrka,20-24 years,2002,2.5
Botkyrka,20-24 years,2003,2.4
Botkyrka,20-24 years,2004,2.4
Botkyrka,20-24 years,2005,2.3
Botkyrka,20-24 years,2006,2.4
Botkyrka,20-24 years,2007,2.8
Botkyrka,20-24 years,2008,2.8
Botkyrka,20-24 years,2009,2.6
Botkyrka,20-24 years,2010,2.7
Botkyrka,20-24 years,2011,2.7
Botkyrka,20-24 years,2012,2.7
Botkyrka,20-24 years,2013,2.8
Botkyrka,20-24 years,2014,2.9
Botkyrka,20-24 years,2015,3.1
Botkyrka,20-24 years,2016,3.3
Botkyrka,20-24 years,2017,3.4
Botkyrka,20-24 years,2018,3.5
Botkyrka,20-24 years,2019,3.5
Botkyrka,20-24 years,2020,3.3
Botkyrka,20-24 years,2021,3.5
Botkyrka,20-24 years,2022,3.7
Botkyrka,20-24 years,2023,3.1
Botkyrka,age 25-34 years,1997,3.1
Botkyrka,age 25-34 years,1998,3.2
Botkyrka,age 25-34 years,1999,3.4
Botkyrka,age 25-34 years,2000,3.7
Botkyrka,age 25-34 years,2001,3.7
Botkyrka,age 25-34 years,2002,3.8
Botkyrka,age 25-34 years,2003,3.7
Botkyrka,age 25-34 years,2004,3.6
Botkyrka,age 25-34 years,2005,3.6
Botkyrka,age 25-34 years,2006,3.7
Botkyrka,age 25-34 years,2007,4.0
Botkyrka,age 25-34 years,2008,4.1
Botkyrka,age 25-34 years,2009,3.9
Botkyrka,age 25-34 years,2010,4.0
Botkyrka,age 25-34 years,2011,4.2
Botkyrka,age 25-34 years,2012,4.2
Botkyrka,age 25-34 years,2013,4.2
Botkyrka,age 25-34 years,2014,4.4
Botkyrka,age 25-34 years,2015,4.6
Botkyrka,age 25-34 years,2016,4.8
Botkyrka,age 25-34 years,2017,4.9
Botkyrka,age 25-34 years,2018,5.0
Botkyrka,age 25-34 years,2019,5.0
Botkyrka,age 25-34 years,2020,5.0
Botkyrka,age 25-34 years,2021,5.3
Botkyrka,age 25-34 years,2022,5.5
Botkyrka,age 25-34 years,2023,4.6
Botkyrka,age 35-44 years,1997,3.7
Botkyrka,age 35-44 years,1998,3.8
Botkyrka,age 35-44 years,1999,4.0
Botkyrka,age 35-44 years,2000,4.3
Botkyrka,age 35-44 years,2001,4.5
Botkyrka,age 35-44 years,2002,4.7
Botkyrka,age 35-44 years,2003,4.6
Botkyrka,age 35-44 years,2004,4.7
Botkyrka,age 35-44 years,2005,4.7
Botkyrka,age 35-44 years,2006,4.9
Botkyrka,age 35-44 years,2007,5.2
Botkyrka,age 35-44 years,2008,5.3
Botkyrka,age 35-44 years,2009,5.2
Botkyrka,age 35-44 years,2010,5.4
Botkyrka,age 35-44 years,2011,5.5
Botkyrka,age 35-44 years,2012,5.4
Botkyrka,age 35-44 years,2013,5.5
Botkyrka,age 35-44 years,2014,5.6
Botkyrka,age 35-44 years,2015,5.9
Botkyrka,age 35-44 years,2016,6.0
Botkyrka,age 35-44 years,2017,6.0
Botkyrka,age 35-44 years,2018,6.1
Botkyrka,age 35-44 years,2019,6.1
Botkyrka,age 35-44 years,2020,6.1
Botkyrka,age 35-44 years,2021,6.4
Botkyrka,age 35-44 years,2022,6.6
Botkyrka,age 35-44 years,2023,5.6
Botkyrka,age 45-54 years,1997,4.0
Botkyrka,age 45-54 years,1998,4.1
Botkyrka,age 45-54 years,1999,4.3
Botkyrka,age 45-54 years,2000,4.7
